Segment,Date,NPLRatio,Amount,SegmentName
5.  Total Financial Institutions (3+4),2015-05-31,,,FinInst
5.  Total Financial Institutions (3+4),2015-06-30,,,FinInst
5.  Total Financial Institutions (3+4),2015-07-31,,,FinInst
5.  Total Financial Institutions (3+4),2015-08-31,,,FinInst
5.  Total Financial Institutions (3+4),2015-09-30,,,FinInst
5.  Total Financial Institutions (3+4),2015-10-31,,,FinInst
5.  Total Financial Institutions (3+4),2015-11-30,,,FinInst
5.  Total Financial Institutions (3+4),2015-12-31,,,FinInst
5.  Total Financial Institutions (3+4),2016-01-31,,,FinInst
5.  Total Financial Institutions (3+4),2016-02-29,,,FinInst
5.  Total Financial Institutions (3+4),2016-03-31,,,FinInst
5.  Total Financial Institutions (3+4),2016-04-30,,,FinInst
5.  Total Financial Institutions (3+4),2016-05-31,,,FinInst
5.  Total Financial Institutions (3+4),2016-06-30,,,FinInst
5.  Total Financial Institutions (3+4),2016-07-31,,,FinInst
5.  Total Financial Institutions (3+4),2016-08-31,,,FinInst
5.  Total Financial Institutions (3+4),2016-09-30,,,FinInst
5.  Total Financial Institutions (3+4),2016-10-31,,,FinInst
5.  Total Financial Institutions (3+4),2016-11-30,,,FinInst
5.  Total Financial Institutions (3+4),2016-12-31,,,FinInst
5.  Total Financial Institutions (3+4),2017-01-31,,,FinInst
5.  Total Financial Institutions (3+4),2017-02-28,,,FinInst
5.  Total Financial Institutions (3+4),2017-03-31,,,FinInst
5.  Total Financial Institutions (3+4),2017-04-30,,,FinInst
5.  Total Financial Institutions (3+4),2017-05-31,,,FinInst
5.  Total Financial Institutions (3+4),2017-06-30,,,FinInst
5.  Total Financial Institutions (3+4),2017-07-31,,,FinInst
5.  Total Financial Institutions (3+4),2017-08-31,,,FinInst
5.  Total Financial Institutions (3+4),2017-09-30,,,FinInst
5.  Total Financial Institutions (3+4),2017-10-31,,,FinInst
5.  Total Financial Institutions (3+4),2017-11-30,,,FinInst
5.  Total Financial Institutions (3+4),2017-12-31,,,FinInst
5.  Total Financial Institutions (3+4),2018-01-31,,,FinInst
5.  Total Financial Institutions (3+4),2018-02-28,,,FinInst
5.  Total Financial Institutions (3+4),2018-03-31,,,FinInst
5.  Total Financial Institutions (3+4),2018-04-30,,,FinInst
5.  Total Financial Institutions (3+4),2018-05-31,,,FinInst
5.  Total Financial Institutions (3+4),2018-06-30,,,FinInst
5.  Total Financial Institutions (3+4),2018-07-31,,,FinInst
5.  Total Financial Institutions (3+4),2018-08-31,,,FinInst
5.  Total Financial Institutions (3+4),2018-09-30,,,FinInst
5.  Total Financial Institutions (3+4),2018-10-31,,,FinInst
5.  Total Financial Institutions (3+4),2018-11-30,,,FinInst
5.  Total Financial Institutions (3+4),2018-12-31,,,FinInst
5.  Total Financial Institutions (3+4),2019-01-31,,,FinInst
5.  Total Financial Institutions (3+4),2019-02-28,,,FinInst
5.  Total Financial Institutions (3+4),2019-03-31,,,FinInst
5.  Total Financial Institutions (3+4),2019-04-30,,,FinInst
5.  Total Financial Institutions (3+4),2019-05-31,,,FinInst
5.  Total Financial Institutions (3+4),2019-06-30,,,FinInst
5.  Total Financial Institutions (3+4),2019-07-31,,,FinInst
5.  Total Financial Institutions (3+4),2019-08-31,,,FinInst
5.  Total Financial Institutions (3+4),2019-09-30,,,FinInst
5.  Total Financial Institutions (3+4),2019-10-31,,,FinInst
5.  Total Financial Institutions (3+4),2019-11-30,,,FinInst
5.  Total Financial Institutions (3+4),2019-12-31,,,FinInst
7.  Credit Foncier Companies 3/,2006-12-31,0.3883,390.0,CreditFon
7.  Credit Foncier Companies 3/,2007-01-31,0.3883,390.0,CreditFon
7.  Credit Foncier Companies 3/,2007-02-28,0.3883,390.0,CreditFon
7.  Credit Foncier Companies 3/,2007-03-31,0.6765000000000001,296.0,CreditFon
7.  Credit Foncier Companies 3/,2007-04-30,0.6765000000000001,296.0,CreditFon
7.  Credit Foncier Companies 3/,2007-05-31,0.6765000000000001,296.0,CreditFon
7.  Credit Foncier Companies 3/,2007-06-30,0.6701,291.0,CreditFon
7.  Credit Foncier Companies 3/,2007-07-31,0.6731,291.0,CreditFon
7.  Credit Foncier Companies 3/,2007-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2007-09-30,0.6598999999999999,282.0,CreditFon
7.  Credit Foncier Companies 3/,2007-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2007-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2007-12-31,0.6663,303.0,CreditFon
7.  Credit Foncier Companies 3/,2008-01-31,,,CreditFon
7.  Credit Foncier Companies 3/,2008-02-29,,,CreditFon
7.  Credit Foncier Companies 3/,2008-03-31,0.6419,302.0,CreditFon
7.  Credit Foncier Companies 3/,2008-04-30,,,CreditFon
7.  Credit Foncier Companies 3/,2008-05-31,,,CreditFon
7.  Credit Foncier Companies 3/,2008-06-30,0.5678,275.0,CreditFon
7.  Credit Foncier Companies 3/,2008-07-31,,,CreditFon
7.  Credit Foncier Companies 3/,2008-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2008-09-30,0.5317000000000001,275.0,CreditFon
7.  Credit Foncier Companies 3/,2008-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2008-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2008-12-31,0.49439999999999995,272.0,CreditFon
7.  Credit Foncier Companies 3/,2009-01-31,,,CreditFon
7.  Credit Foncier Companies 3/,2009-02-28,,,CreditFon
7.  Credit Foncier Companies 3/,2009-03-31,0.4705,267.0,CreditFon
7.  Credit Foncier Companies 3/,2009-04-30,,,CreditFon
7.  Credit Foncier Companies 3/,2009-05-31,,,CreditFon
7.  Credit Foncier Companies 3/,2009-06-30,0.48100000000000004,264.0,CreditFon
7.  Credit Foncier Companies 3/,2009-07-31,,,CreditFon
7.  Credit Foncier Companies 3/,2009-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2009-09-30,0.44060000000000005,261.0,CreditFon
7.  Credit Foncier Companies 3/,2009-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2009-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2009-12-31,0.24780000000000002,155.0,CreditFon
7.  Credit Foncier Companies 3/,2010-01-31,,,CreditFon
7.  Credit Foncier Companies 3/,2010-02-28,,,CreditFon
7.  Credit Foncier Companies 3/,2010-03-31,,,CreditFon
7.  Credit Foncier Companies 3/,2010-04-30,,,CreditFon
7.  Credit Foncier Companies 3/,2010-05-31,,,CreditFon
7.  Credit Foncier Companies 3/,2010-06-30,,,CreditFon
7.  Credit Foncier Companies 3/,2010-07-31,,,CreditFon
7.  Credit Foncier Companies 3/,2010-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2010-09-30,,,CreditFon
7.  Credit Foncier Companies 3/,2010-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2010-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2010-12-31,,,CreditFon
7.  Credit Foncier Companies 3/,2011-01-31,,,CreditFon
7.  Credit Foncier Companies 3/,2011-02-28,,,CreditFon
7.  Credit Foncier Companies 3/,2011-03-31,,,CreditFon
7.  Credit Foncier Companies 3/,2011-04-30,,,CreditFon
7.  Credit Foncier Companies 3/,2011-05-31,,,CreditFon
7.  Credit Foncier Companies 3/,2011-06-30,,,CreditFon
7.  Credit Foncier Companies 3/,2011-07-31,,,CreditFon
7.  Credit Foncier Companies 3/,2011-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2011-09-30,,,CreditFon
7.  Credit Foncier Companies 3/,2011-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2011-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2011-12-31,,,CreditFon
7.  Credit Foncier Companies 3/,2012-01-31,,,CreditFon
7.  Credit Foncier Companies 3/,2012-02-29,,,CreditFon
7.  Credit Foncier Companies 3/,2012-03-31,,,CreditFon
7.  Credit Foncier Companies 3/,2012-04-30,,,CreditFon
7.  Credit Foncier Companies 3/,2012-05-31,,,CreditFon
7.  Credit Foncier Companies 3/,2012-06-30,,,CreditFon
7.  Credit Foncier Companies 3/,2012-07-31,,,CreditFon
7.  Credit Foncier Companies 3/,2012-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2012-09-30,,,CreditFon
7.  Credit Foncier Companies 3/,2012-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2012-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2012-12-31,,,CreditFon
7.  Credit Foncier Companies 3/,2013-01-31,,,CreditFon
7.  Credit Foncier Companies 3/,2013-02-28,,,CreditFon
7.  Credit Foncier Companies 3/,2013-03-31,,,CreditFon
7.  Credit Foncier Companies 3/,2013-04-30,,,CreditFon
7.  Credit Foncier Companies 3/,2013-05-31,,,CreditFon
7.  Credit Foncier Companies 3/,2013-06-30,,,CreditFon
7.  Credit Foncier Companies 3/,2013-07-31,,,CreditFon
7.  Credit Foncier Companies 3/,2013-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2013-09-30,,,CreditFon
7.  Credit Foncier Companies 3/,2013-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2013-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2013-12-31,,,CreditFon
7.  Credit Foncier Companies 3/,2014-01-31,,,CreditFon
7.  Credit Foncier Companies 3/,2014-02-28,,,CreditFon
7.  Credit Foncier Companies 3/,2014-03-31,,,CreditFon
7.  Credit Foncier Companies 3/,2014-04-30,,,CreditFon
7.  Credit Foncier Companies 3/,2014-05-31,,,CreditFon
7.  Credit Foncier Companies 3/,2014-06-30,,,CreditFon
7.  Credit Foncier Companies 3/,2014-07-31,,,CreditFon
7.  Credit Foncier Companies 3/,2014-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2014-09-30,,,CreditFon
7.  Credit Foncier Companies 3/,2014-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2014-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2014-12-31,,,CreditFon
7.  Credit Foncier Companies 3/,2015-01-31,,,CreditFon
7.  Credit Foncier Companies 3/,2015-02-28,,,CreditFon
7.  Credit Foncier Companies 3/,2015-03-31,,,CreditFon
7.  Credit Foncier Companies 3/,2015-04-30,,,CreditFon
7.  Credit Foncier Companies 3/,2015-05-31,,,CreditFon
7.  Credit Foncier Companies 3/,2015-06-30,,,CreditFon
7.  Credit Foncier Companies 3/,2015-07-31,,,CreditFon
7.  Credit Foncier Companies 3/,2015-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2015-09-30,,,CreditFon
7.  Credit Foncier Companies 3/,2015-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2015-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2015-12-31,,,CreditFon
7.  Credit Foncier Companies 3/,2016-01-31,,,CreditFon
7.  Credit Foncier Companies 3/,2016-02-29,,,CreditFon
7.  Credit Foncier Companies 3/,2016-03-31,,,CreditFon
7.  Credit Foncier Companies 3/,2016-04-30,,,CreditFon
7.  Credit Foncier Companies 3/,2016-05-31,,,CreditFon
7.  Credit Foncier Companies 3/,2016-06-30,,,CreditFon
7.  Credit Foncier Companies 3/,2016-07-31,,,CreditFon
7.  Credit Foncier Companies 3/,2016-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2016-09-30,,,CreditFon
7.  Credit Foncier Companies 3/,2016-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2016-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2016-12-31,,,CreditFon
7.  Credit Foncier Companies 3/,2017-01-31,,,CreditFon
7.  Credit Foncier Companies 3/,2017-02-28,,,CreditFon
7.  Credit Foncier Companies 3/,2017-03-31,,,CreditFon
7.  Credit Foncier Companies 3/,2017-04-30,,,CreditFon
7.  Credit Foncier Companies 3/,2017-05-31,,,CreditFon
7.  Credit Foncier Companies 3/,2017-06-30,,,CreditFon
7.  Credit Foncier Companies 3/,2017-07-31,,,CreditFon
7.  Credit Foncier Companies 3/,2017-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2017-09-30,,,CreditFon
7.  Credit Foncier Companies 3/,2017-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2017-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2017-12-31,,,CreditFon
7.  Credit Foncier Companies 3/,2018-01-31,,,CreditFon
7.  Credit Foncier Companies 3/,2018-02-28,,,CreditFon
7.  Credit Foncier Companies 3/,2018-03-31,,,CreditFon
7.  Credit Foncier Companies 3/,2018-04-30,,,CreditFon
7.  Credit Foncier Companies 3/,2018-05-31,,,CreditFon
7.  Credit Foncier Companies 3/,2018-06-30,,,CreditFon
7.  Credit Foncier Companies 3/,2018-07-31,,,CreditFon
7.  Credit Foncier Companies 3/,2018-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2018-09-30,,,CreditFon
7.  Credit Foncier Companies 3/,2018-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2018-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2018-12-31,,,CreditFon
7.  Credit Foncier Companies 3/,2019-01-31,,,CreditFon
7.  Credit Foncier Companies 3/,2019-02-28,,,CreditFon
7.  Credit Foncier Companies 3/,2019-03-31,,,CreditFon
7.  Credit Foncier Companies 3/,2019-04-30,,,CreditFon
7.  Credit Foncier Companies 3/,2019-05-31,,,CreditFon
7.  Credit Foncier Companies 3/,2019-06-30,,,CreditFon
7.  Credit Foncier Companies 3/,2019-07-31,,,CreditFon
7.  Credit Foncier Companies 3/,2019-08-31,,,CreditFon
7.  Credit Foncier Companies 3/,2019-09-30,,,CreditFon
7.  Credit Foncier Companies 3/,2019-10-31,,,CreditFon
7.  Credit Foncier Companies 3/,2019-11-30,,,CreditFon
7.  Credit Foncier Companies 3/,2019-12-31,,,CreditFon
8.  Total Financial Institutions (5+6+7),2006-12-31,0.0412,236793.0,Total
8.  Total Financial Institutions (5+6+7),2007-01-31,0.0412,236793.0,Total
8.  Total Financial Institutions (5+6+7),2007-02-28,0.0412,236793.0,Total
8.  Total Financial Institutions (5+6+7),2007-03-31,0.0418,240319.0,Total
8.  Total Financial Institutions (5+6+7),2007-04-30,0.0418,240319.0,Total
8.  Total Financial Institutions (5+6+7),2007-05-31,0.0418,240319.0,Total
8.  Total Financial Institutions (5+6+7),2007-06-30,0.044000000000000004,254637.0,Total
8.  Total Financial Institutions (5+6+7),2007-07-31,0.044000000000000004,254637.0,Total
8.  Total Financial Institutions (5+6+7),2007-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2007-09-30,0.0444,260722.0,Total
8.  Total Financial Institutions (5+6+7),2007-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2007-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2007-12-31,0.0395,237998.0,Total
8.  Total Financial Institutions (5+6+7),2008-01-31,,,Total
8.  Total Financial Institutions (5+6+7),2008-02-29,,,Total
8.  Total Financial Institutions (5+6+7),2008-03-31,0.0375,249718.0,Total
8.  Total Financial Institutions (5+6+7),2008-04-30,,,Total
8.  Total Financial Institutions (5+6+7),2008-05-31,,,Total
8.  Total Financial Institutions (5+6+7),2008-06-30,0.034300000000000004,232170.0,Total
8.  Total Financial Institutions (5+6+7),2008-07-31,,,Total
8.  Total Financial Institutions (5+6+7),2008-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2008-09-30,0.0329,230038.0,Total
8.  Total Financial Institutions (5+6+7),2008-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2008-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2008-12-31,0.0294,217511.0,Total
8.  Total Financial Institutions (5+6+7),2009-01-31,,,Total
8.  Total Financial Institutions (5+6+7),2009-02-28,,,Total
8.  Total Financial Institutions (5+6+7),2009-03-31,0.031,230420.0,Total
8.  Total Financial Institutions (5+6+7),2009-04-30,,,Total
8.  Total Financial Institutions (5+6+7),2009-05-31,,,Total
8.  Total Financial Institutions (5+6+7),2009-06-30,0.030600000000000002,224677.0,Total
8.  Total Financial Institutions (5+6+7),2009-07-31,,,Total
8.  Total Financial Institutions (5+6+7),2009-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2009-09-30,0.029500000000000002,218537.0,Total
8.  Total Financial Institutions (5+6+7),2009-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2009-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2009-12-31,0.0268,205212.0,Total
8.  Total Financial Institutions (5+6+7),2010-01-31,,,Total
8.  Total Financial Institutions (5+6+7),2010-02-28,,,Total
8.  Total Financial Institutions (5+6+7),2010-03-31,0.0252,201569.0,Total
8.  Total Financial Institutions (5+6+7),2010-04-30,,,Total
8.  Total Financial Institutions (5+6+7),2010-05-31,,,Total
8.  Total Financial Institutions (5+6+7),2010-06-30,0.0242,190400.0,Total
8.  Total Financial Institutions (5+6+7),2010-07-31,,,Total
8.  Total Financial Institutions (5+6+7),2010-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2010-09-30,0.022799999999999997,184815.0,Total
8.  Total Financial Institutions (5+6+7),2010-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2010-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2010-12-31,0.0191,165238.0,Total
8.  Total Financial Institutions (5+6+7),2011-01-31,,,Total
8.  Total Financial Institutions (5+6+7),2011-02-28,,,Total
8.  Total Financial Institutions (5+6+7),2011-03-31,0.0176,163394.0,Total
8.  Total Financial Institutions (5+6+7),2011-04-30,,,Total
8.  Total Financial Institutions (5+6+7),2011-05-31,,,Total
8.  Total Financial Institutions (5+6+7),2011-06-30,0.0163,155431.0,Total
8.  Total Financial Institutions (5+6+7),2011-07-31,,,Total
8.  Total Financial Institutions (5+6+7),2011-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2011-09-30,0.0146,138676.0,Total
8.  Total Financial Institutions (5+6+7),2011-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2011-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2011-12-31,0.013500000000000002,130191.0,Total
8.  Total Financial Institutions (5+6+7),2012-01-31,,,Total
8.  Total Financial Institutions (5+6+7),2012-02-29,,,Total
8.  Total Financial Institutions (5+6+7),2012-03-31,0.0132,132438.0,Total
8.  Total Financial Institutions (5+6+7),2012-04-30,,,Total
8.  Total Financial Institutions (5+6+7),2012-05-31,,,Total
8.  Total Financial Institutions (5+6+7),2012-06-30,0.0125,128799.0,Total
8.  Total Financial Institutions (5+6+7),2012-07-31,,,Total
8.  Total Financial Institutions (5+6+7),2012-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2012-09-30,0.011699999999999999,125492.0,Total
8.  Total Financial Institutions (5+6+7),2012-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2012-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2012-12-31,0.0101,112857.0,Total
8.  Total Financial Institutions (5+6+7),2013-01-31,,,Total
8.  Total Financial Institutions (5+6+7),2013-02-28,,,Total
8.  Total Financial Institutions (5+6+7),2013-03-31,0.0097,113013.0,Total
8.  Total Financial Institutions (5+6+7),2013-04-30,,,Total
8.  Total Financial Institutions (5+6+7),2013-05-31,,,Total
8.  Total Financial Institutions (5+6+7),2013-06-30,0.01,119110.0,Total
8.  Total Financial Institutions (5+6+7),2013-07-31,,,Total
8.  Total Financial Institutions (5+6+7),2013-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2013-09-30,0.0103,122270.0,Total
8.  Total Financial Institutions (5+6+7),2013-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2013-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2013-12-31,0.0102,124419.0,Total
8.  Total Financial Institutions (5+6+7),2014-01-31,,,Total
8.  Total Financial Institutions (5+6+7),2014-02-28,,,Total
8.  Total Financial Institutions (5+6+7),2014-03-31,0.0108,132683.0,Total
8.  Total Financial Institutions (5+6+7),2014-04-30,,,Total
8.  Total Financial Institutions (5+6+7),2014-05-31,,,Total
8.  Total Financial Institutions (5+6+7),2014-06-30,0.011000000000000001,135055.0,Total
8.  Total Financial Institutions (5+6+7),2014-07-31,,,Total
8.  Total Financial Institutions (5+6+7),2014-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2014-09-30,0.0118,146184.0,Total
8.  Total Financial Institutions (5+6+7),2014-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2014-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2014-12-31,0.0108,137634.0,Total
8.  Total Financial Institutions (5+6+7),2015-01-31,,,Total
8.  Total Financial Institutions (5+6+7),2015-02-28,,,Total
8.  Total Financial Institutions (5+6+7),2015-03-31,0.0115,148656.0,Total
8.  Total Financial Institutions (5+6+7),2015-04-30,,,Total
8.  Total Financial Institutions (5+6+7),2015-05-31,,,Total
8.  Total Financial Institutions (5+6+7),2015-06-30,0.0118,153174.0,Total
8.  Total Financial Institutions (5+6+7),2015-07-31,,,Total
8.  Total Financial Institutions (5+6+7),2015-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2015-09-30,0.0127,162205.0,Total
8.  Total Financial Institutions (5+6+7),2015-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2015-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2015-12-31,0.0121,157564.0,Total
8.  Total Financial Institutions (5+6+7),2016-01-31,,,Total
8.  Total Financial Institutions (5+6+7),2016-02-29,,,Total
8.  Total Financial Institutions (5+6+7),2016-03-31,0.0124,165821.0,Total
8.  Total Financial Institutions (5+6+7),2016-04-30,,,Total
8.  Total Financial Institutions (5+6+7),2016-05-31,,,Total
8.  Total Financial Institutions (5+6+7),2016-06-30,0.0129,175154.0,Total
8.  Total Financial Institutions (5+6+7),2016-07-31,,,Total
8.  Total Financial Institutions (5+6+7),2016-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2016-09-30,0.0137,184042.0,Total
8.  Total Financial Institutions (5+6+7),2016-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2016-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2016-12-31,0.013300000000000001,178148.0,Total
8.  Total Financial Institutions (5+6+7),2017-01-31,,,Total
8.  Total Financial Institutions (5+6+7),2017-02-28,,,Total
8.  Total Financial Institutions (5+6+7),2017-03-31,0.0138,187003.0,Total
8.  Total Financial Institutions (5+6+7),2017-04-30,,,Total
8.  Total Financial Institutions (5+6+7),2017-05-31,,,Total
8.  Total Financial Institutions (5+6+7),2017-06-30,0.0137,189728.0,Total
8.  Total Financial Institutions (5+6+7),2017-07-31,,,Total
8.  Total Financial Institutions (5+6+7),2017-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2017-09-30,0.013999999999999999,199218.0,Total
8.  Total Financial Institutions (5+6+7),2017-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2017-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2017-12-31,0.0139,201320.0,Total
8.  Total Financial Institutions (5+6+7),2018-01-31,,,Total
8.  Total Financial Institutions (5+6+7),2018-02-28,,,Total
8.  Total Financial Institutions (5+6+7),2018-03-31,0.013999999999999999,210176.0,Total
8.  Total Financial Institutions (5+6+7),2018-04-30,,,Total
8.  Total Financial Institutions (5+6+7),2018-05-31,,,Total
8.  Total Financial Institutions (5+6+7),2018-06-30,0.0143,212494.0,Total
8.  Total Financial Institutions (5+6+7),2018-07-31,,,Total
8.  Total Financial Institutions (5+6+7),2018-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2018-09-30,0.0144,213787.0,Total
8.  Total Financial Institutions (5+6+7),2018-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2018-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2018-12-31,0.0141,209599.0,Total
8.  Total Financial Institutions (5+6+7),2019-01-31,,,Total
8.  Total Financial Institutions (5+6+7),2019-02-28,,,Total
8.  Total Financial Institutions (5+6+7),2019-03-31,0.014199999999999999,216311.0,Total
8.  Total Financial Institutions (5+6+7),2019-04-30,,,Total
8.  Total Financial Institutions (5+6+7),2019-05-31,,,Total
8.  Total Financial Institutions (5+6+7),2019-06-30,0.0146,219515.0,Total
8.  Total Financial Institutions (5+6+7),2019-07-31,,,Total
8.  Total Financial Institutions (5+6+7),2019-08-31,,,Total
8.  Total Financial Institutions (5+6+7),2019-09-30,0.015,230294.0,Total
8.  Total Financial Institutions (5+6+7),2019-10-31,,,Total
8.  Total Financial Institutions (5+6+7),2019-11-30,,,Total
8.  Total Financial Institutions (5+6+7),2019-12-31,0.015300000000000001,236492.0,Total
